7.328750362529002672e-03,2.750322621585469737e-02,-5.817399291992187500e+02,8.207121849060058594e+00,-6.658802509307861328e+00,-4.290906429290771484e+00,-3.034477949142456055e+00,2.592792212963104248e-01,-1.963946461677551270e+00,-2.715767920017242432e-01,5.182840824127197266e-01,3.418842256069183350e-01,9.061018824577331543e-01,-9.524574503302574158e-03,-1.905494779348373413e-01,-1.326772123575210571e-01,-6.076133847236633301e-01,-7.146994769573211670e-02,2.637028694152832031e-01,2.509873919188976288e-02,-2.883747220039367676e-01,-8.003293871879577637e-01,8.608822631835937500e+01,3.063700485229492188e+01,2.670966529846191406e+01,1.589497852325439453e+01,1.283758354187011719e+01,2.839211463928222656e+00,9.407923698425292969e+00,1.725599050521850586e+00,2.647742033004760742e+00,2.202941894531250000e+00,4.135943412780761719e+00,1.731832504272460938e+00,1.732612252235412598e+00,1.211360812187194824e+00,3.208037614822387695e+00,1.017101168632507324e+00,1.814648985862731934e+00,1.797342538833618164e+00,1.974710941314697266e+00,3.211114883422851562e+00
1.579935379205336388e-01,2.278397434130636015e-02,-2.547688446044921875e+02,8.577311706542968750e+01,-1.070465087890625000e+02,3.098336982727050781e+01,-3.990036773681640625e+01,-1.729766845703125000e+01,-3.718768692016601562e+01,-1.815754890441894531e+01,-1.167835330963134766e+01,-1.760861396789550781e+01,-2.686662101745605469e+01,-1.345567035675048828e+01,-9.422143936157226562e+00,-2.324108314514160156e+01,-1.016106033325195312e+01,-1.309062385559082031e+01,-1.148786163330078125e+01,-8.261349678039550781e+00,-9.611949920654296875e+00,-8.957857131958007812e+00,2.431671905517578125e+01,1.805384635925292969e+01,1.147768592834472656e+01,1.372590065002441406e+01,9.534774780273437500e+00,1.121486759185791016e+01,1.066616249084472656e+01,1.091505622863769531e+01,7.982181549072265625e+00,8.936191558837890625e+00,1.057236289978027344e+01,7.272868633270263672e+00,7.013215065002441406e+00,1.139704418182373047e+01,7.146488189697265625e+00,9.671283721923828125e+00,7.315765380859375000e+00,6.683947563171386719e+00,6.864842414855957031e+00,6.451910495758056641e+00
1.994691215922273775e-01,2.961354408720196646e-02,-3.037025451660156250e+01,1.025138702392578125e+02,-4.042939758300781250e+01,3.903644180297851562e+01,-2.245936584472656250e+01,1.278375625610351562e+01,-8.461550712585449219e+00,2.070630836486816406e+01,-1.160280323028564453e+01,1.895443153381347656e+01,-8.023720741271972656e+00,2.234515666961669922e+00,-1.184068012237548828e+01,2.358877182006835938e+01,-8.982722282409667969e+00,2.112606048583984375e+01,7.327826976776123047e+00,-2.813900947570800781e+00,-3.804078996181488037e-01,8.711170196533203125e+00,1.804245567321777344e+01,9.910593986511230469e+00,6.063645839691162109e+00,4.866791725158691406e+00,5.094225883483886719e+00,4.283434391021728516e+00,4.924426078796386719e+00,4.147615909576416016e+00,5.186951160430908203e+00,6.592903614044189453e+00,4.556016921997070312e+00,4.531598567962646484e+00,4.952357292175292969e+00,5.855414867401123047e+00,4.679275035858154297e+00,5.851139545440673828e+00,4.603959560394287109e+00,5.252995014190673828e+00,4.474537372589111328e+00,4.215410709381103516e+00
2.020793304089327225e-01,2.130886099546551449e-02,-3.107888603210449219e+01,1.043111038208007812e+02,-4.309654617309570312e+01,4.229333877563476562e+01,-2.629857826232910156e+01,1.835130119323730469e+01,-1.063371086120605469e+01,2.236692619323730469e+01,-1.220481204986572266e+01,1.652491188049316406e+01,-7.722404956817626953e+00,1.775047659873962402e+00,-8.612344741821289062e+00,2.182820129394531250e+01,-7.859052181243896484e+00,2.005572128295898438e+01,7.442235469818115234e+00,-3.036212682723999023e+00,7.972663044929504395e-01,6.799140930175781250e+00,2.252293014526367188e+01,5.746612071990966797e+00,4.796091556549072266e+00,5.518741130828857422e+00,4.739774703979492188e+00,4.868364810943603516e+00,4.344904422760009766e+00,5.171025276184082031e+00,6.097143650054931641e+00,5.144805431365966797e+00,5.567306995391845703e+00,4.611993312835693359e+00,6.059922218322753906e+00,6.350467681884765625e+00,5.659917831420898438e+00,6.034767627716064453e+00,4.927219390869140625e+00,4.743274211883544922e+00,5.132824420928955078e+00,4.608752250671386719e+00
2.757372933584686936e-02,1.066205467256753706e-02,-4.665459594726562500e+02,1.442543487548828125e+02,2.295675086975097656e+01,5.222597503662109375e+01,2.967249870300292969e+00,1.132063865661621094e+01,-2.910912990570068359e+00,8.219212293624877930e-02,-8.928223609924316406e+00,1.003049564361572266e+01,-6.964227676391601562e+00,-5.850884914398193359e+00,-1.112227439880371094e+01,3.926662683486938477e+00,-8.327307701110839844e+00,-5.589907646179199219e+00,-8.772143125534057617e-01,-4.868646144866943359e+00,-3.557432413101196289e+00,7.939158380031585693e-02,1.787822723388671875e+01,1.914800071716308594e+01,1.303153896331787109e+01,6.974805355072021484e+00,7.754227638244628906e+00,7.582774639129638672e+00,6.490529537200927734e+00,5.030249118804931641e+00,4.789752483367919922e+00,4.202520847320556641e+00,4.850511550903320312e+00,4.233510017395019531e+00,4.374508380889892578e+00,4.149456501007080078e+00,3.965153217315673828e+00,4.261003494262695312e+00,4.194812297821044922e+00,4.275600910186767578e+00,4.071428775787353516e+00,4.098593711853027344e+00
2.887656793793503401e-02,1.830335375273765136e-02,-4.416852416992187500e+02,1.534120483398437500e+02,3.251952362060546875e+01,3.887367630004882812e+01,3.804951608180999756e-01,-1.501517534255981445e+00,2.682912349700927734e+00,-3.462714195251464844e+00,-3.553134202957153320e+00,5.866039752960205078e+00,-2.678911924362182617e+00,-7.841737747192382812e+00,-6.313687324523925781e+00,3.000064373016357422e+00,-6.760411739349365234e+00,-7.318346977233886719e+00,6.866248250007629395e-01,-6.087648391723632812e+00,-5.462250709533691406e+00,3.164645135402679443e-01,3.102054977416992188e+01,3.090720176696777344e+01,1.617256546020507812e+01,7.981988906860351562e+00,1.042996311187744141e+01,8.368734359741210938e+00,7.181417465209960938e+00,5.970165252685546875e+00,6.157918930053710938e+00,6.273309707641601562e+00,5.508213996887207031e+00,4.493330955505371094e+00,4.824445247650146484e+00,4.580394744873046875e+00,4.424064159393310547e+00,4.365064144134521484e+00,4.581488609313964844e+00,4.204677581787109375e+00,4.158733844757080078e+00,4.265587806701660156e+00
7.761519359048723622e-03,1.125785411917871667e-02,-4.542677001953125000e+02,9.941758728027343750e+01,2.920514678955078125e+01,1.356640243530273438e+01,1.370517539978027344e+01,5.149360179901123047e+00,-3.060708522796630859e+00,-1.160254254937171936e-01,5.805370807647705078e+00,4.997405529022216797e+00,-1.442058384418487549e-01,-1.842986464500427246e+00,-2.059729993343353271e-01,8.157179951667785645e-01,-2.098974138498306274e-01,-8.654831647872924805e-01,-2.145429253578186035e-01,-1.919166594743728638e-01,-1.355634570121765137e+00,-2.390507221221923828e+00,1.138772659301757812e+02,9.567694854736328125e+01,3.129113769531250000e+01,1.374716281890869141e+01,1.441575336456298828e+01,8.020827293395996094e+00,8.964717864990234375e+00,5.580770492553710938e+00,8.572549819946289062e+00,6.755635738372802734e+00,5.206061840057373047e+00,5.322815895080566406e+00,4.346737861633300781e+00,4.779288768768310547e+00,5.301366806030273438e+00,4.882255554199218750e+00,4.082588195800781250e+00,3.802697896957397461e+00,3.997460126876831055e+00,3.858452320098876953e+00
1.454579647621809801e-01,8.585759159492914461e-02,-5.108978271484375000e+02,3.061942672729492188e+01,-1.594716739654541016e+01,2.721342468261718750e+01,-2.370486021041870117e+00,1.093197345733642578e+01,3.750365257263183594e+00,1.776357841491699219e+01,1.242288780212402344e+01,4.017314910888671875e+00,2.422649562358856201e-01,3.767386674880981445e+00,4.713768959045410156e+00,1.711591720581054688e+00,6.222113609313964844e+00,3.345892906188964844e+00,5.480424404144287109e+00,3.678462266921997070e+00,1.406279444694519043e+00,4.527690887451171875e+00,1.296319580078125000e+02,3.239353179931640625e+01,3.327000045776367188e+01,1.584480476379394531e+01,1.653594970703125000e+01,9.990347862243652344e+00,8.965971946716308594e+00,7.365099430084228516e+00,1.126823711395263672e+01,6.970812797546386719e+00,5.195142745971679688e+00,8.319533348083496094e+00,5.090117931365966797e+00,5.330278873443603516e+00,5.785912036895751953e+00,6.277118682861328125e+00,4.858816623687744141e+00,4.650932788848876953e+00,4.663966178894042969e+00,4.346965789794921875e+00
4.132943916763340969e-02,2.267459382808896529e-02,-1.733260345458984375e+02,1.317600555419921875e+02,-2.348741722106933594e+01,4.472409820556640625e+01,-1.680298995971679688e+01,3.505570602416992188e+01,1.372134876251220703e+01,2.412539863586425781e+01,-3.600615978240966797e+00,1.218550395965576172e+01,-1.479697823524475098e+00,1.373915767669677734e+01,4.780640602111816406e+00,2.317788839340209961e+00,5.914573669433593750e+00,2.755568742752075195e+00,8.442745208740234375e-01,-5.010002255439758301e-01,3.294294834136962891e+00,-1.865292906761169434e+00,5.321827697753906250e+01,1.033780384063720703e+01,3.078559875488281250e+01,7.667078018188476562e+00,1.672470092773437500e+01,7.560285091400146484e+00,1.257224273681640625e+01,6.708123683929443359e+00,6.907591342926025391e+00,6.971611499786376953e+00,4.817454814910888672e+00,4.709010124206542969e+00,5.781936645507812500e+00,5.183638572692871094e+00,7.772328376770019531e+00,5.768494129180908203e+00,5.618396759033203125e+00,5.090543270111083984e+00,5.876097202301025391e+00,5.557425975799560547e+00
2.590949463457076479e-03,6.644614498121448679e-03,-5.794517211914062500e+02,3.891145324707031250e+01,1.193433284759521484e+01,5.542257308959960938e+00,3.250398397445678711e+00,5.926901340484619141e+00,2.696715354919433594e+00,3.573923110961914062e+00,2.871685981750488281e+00,1.587668299674987793e+00,8.668532371520996094e-01,2.225946187973022461e+00,1.985682964324951172e+00,1.813882112503051758e+00,1.659051060676574707e+00,1.861367225646972656e+00,1.677976965904235840e+00,1.463436126708984375e+00,1.204014301300048828e+00,1.974994421005249023e+00,1.142378845214843750e+02,7.174507141113281250e+01,2.775144004821777344e+01,1.301171684265136719e+01,1.287439727783203125e+01,1.027409172058105469e+01,9.396167755126953125e+00,6.767569065093994141e+00,5.697777748107910156e+00,3.926507472991943359e+00,3.856177091598510742e+00,4.301470279693603516e+00,4.450172901153564453e+00,3.781679630279541016e+00,3.537102460861206055e+00,4.286539077758789062e+00,4.042656898498535156e+00,3.838369131088256836e+00,3.988836526870727539e+00,4.265964508056640625e+00
