7.517812773585319519e-03,2.739277032368534037e+02,2.554752437434691785e+02,4.362596976508120861e+02,7.328750362529002672e-03,-5.817399291992187500e+02,8.207121849060058594e+00,-6.658802509307861328e+00,-4.290906429290771484e+00,-3.034477949142456055e+00,2.592792212963104248e-01,-1.963946461677551270e+00,-2.715767920017242432e-01,5.182840824127197266e-01,3.418842256069183350e-01,9.061018824577331543e-01,-9.524574503302574158e-03,-1.905494779348373413e-01,-1.326772123575210571e-01,-6.076133847236633301e-01,-7.146994769573211670e-02,2.637028694152832031e-01,2.509873919188976288e-02,-2.883747220039367676e-01,-8.003293871879577637e-01,3.884706273674964905e-02,4.691485688090324402e-02,3.227205947041511536e-02,1.895173080265522003e-02,1.505826227366924286e-02,1.850075647234916687e-02,1.769807562232017517e-02,2.855934202671051025e-02,6.323435157537460327e-02,5.349088087677955627e-02,2.258026786148548126e-02,2.715428918600082397e-02
4.820867627859115601e-02,4.043327516356822343e+03,2.645356543349620551e+03,6.625132096505220034e+03,1.579935379205336388e-01,-2.547688446044921875e+02,8.577311706542968750e+01,-1.070465087890625000e+02,3.098336982727050781e+01,-3.990036773681640625e+01,-1.729766845703125000e+01,-3.718768692016601562e+01,-1.815754890441894531e+01,-1.167835330963134766e+01,-1.760861396789550781e+01,-2.686662101745605469e+01,-1.345567035675048828e+01,-9.422143936157226562e+00,-2.324108314514160156e+01,-1.016106033325195312e+01,-1.309062385559082031e+01,-1.148786163330078125e+01,-8.261349678039550781e+00,-9.611949920654296875e+00,-8.957857131958007812e+00,2.130716443061828613e-01,2.549707889556884766e-01,3.007891178131103516e-01,4.920526146888732910e-01,3.581343293190002441e-01,3.708343505859375000e-01,3.725282549858093262e-01,4.557928144931793213e-01,4.496820271015167236e-01,2.407535612583160400e-01,2.211145758628845215e-01,2.036071419715881348e-01
2.713651061058044434e-01,4.410473293540921986e+03,4.051233311911380497e+03,8.363825836535672352e+03,1.994691215922273775e-01,-3.037025451660156250e+01,1.025138702392578125e+02,-4.042939758300781250e+01,3.903644180297851562e+01,-2.245936584472656250e+01,1.278375625610351562e+01,-8.461550712585449219e+00,2.070630836486816406e+01,-1.160280323028564453e+01,1.895443153381347656e+01,-8.023720741271972656e+00,2.234515666961669922e+00,-1.184068012237548828e+01,2.358877182006835938e+01,-8.982722282409667969e+00,2.112606048583984375e+01,7.327826976776123047e+00,-2.813900947570800781e+00,-3.804078996181488037e-01,8.711170196533203125e+00,1.722439974546432495e-01,2.532320916652679443e-01,3.357158303260803223e-01,8.650056719779968262e-01,1.846851110458374023e-01,9.601159393787384033e-02,9.258063882589340210e-02,9.644335508346557617e-02,1.024945452809333801e-01,1.150916591286659241e-01,1.201847791671752930e-01,1.401116102933883667e-01
2.752602696418762207e-01,4.369644056043709497e+03,3.946844137995979963e+03,8.418533162340487252e+03,2.020793304089327225e-01,-3.107888603210449219e+01,1.043111038208007812e+02,-4.309654617309570312e+01,4.229333877563476562e+01,-2.629857826232910156e+01,1.835130119323730469e+01,-1.063371086120605469e+01,2.236692619323730469e+01,-1.220481204986572266e+01,1.652491188049316406e+01,-7.722404956817626953e+00,1.775047659873962402e+00,-8.612344741821289062e+00,2.182820129394531250e+01,-7.859052181243896484e+00,2.005572128295898438e+01,7.442235469818115234e+00,-3.036212682723999023e+00,7.972663044929504395e-01,6.799140930175781250e+00,1.645187884569168091e-01,2.529921531677246094e-01,2.538866996765136719e-01,8.480769991874694824e-01,2.096860259771347046e-01,1.103290915489196777e-01,1.190411075949668884e-01,1.216790899634361267e-01,1.270800828933715820e-01,1.226611733436584473e-01,1.207910701632499695e-01,1.357481032609939575e-01
8.844583295285701752e-03,2.075696946788578316e+03,3.455549263632284692e+03,4.559843115574245530e+03,2.757372933584686936e-02,-4.665459594726562500e+02,1.442543487548828125e+02,2.295675086975097656e+01,5.222597503662109375e+01,2.967249870300292969e+00,1.132063865661621094e+01,-2.910912990570068359e+00,8.219212293624877930e-02,-8.928223609924316406e+00,1.003049564361572266e+01,-6.964227676391601562e+00,-5.850884914398193359e+00,-1.112227439880371094e+01,3.926662683486938477e+00,-8.327307701110839844e+00,-5.589907646179199219e+00,-8.772143125534057617e-01,-4.868646144866943359e+00,-3.557432413101196289e+00,7.939158380031585693e-02,6.293646693229675293e-01,4.732477068901062012e-01,3.416321575641632080e-01,3.109471499919891357e-01,4.078949689865112305e-01,4.866171479225158691e-01,5.123009681701660156e-01,5.436269640922546387e-01,6.306333541870117188e-01,7.296597957611083984e-01,6.731169223785400391e-01,6.637579202651977539e-01
1.317818835377693176e-02,1.849876872003757171e+03,3.092662136700027986e+03,3.545834088602088286e+03,2.887656793793503401e-02,-4.416852416992187500e+02,1.534120483398437500e+02,3.251952362060546875e+01,3.887367630004882812e+01,3.804951608180999756e-01,-1.501517534255981445e+00,2.682912349700927734e+00,-3.462714195251464844e+00,-3.553134202957153320e+00,5.866039752960205078e+00,-2.678911924362182617e+00,-7.841737747192382812e+00,-6.313687324523925781e+00,3.000064373016357422e+00,-6.760411739349365234e+00,-7.318346977233886719e+00,6.866248250007629395e-01,-6.087648391723632812e+00,-5.462250709533691406e+00,3.164645135402679443e-01,5.899569988250732422e-01,4.626649916172027588e-01,3.607617318630218506e-01,3.331006765365600586e-01,4.664171338081359863e-01,5.028587579727172852e-01,5.057830810546875000e-01,5.763981938362121582e-01,6.337958574295043945e-01,7.145095467567443848e-01,6.544924378395080566e-01,6.349893808364868164e-01
5.313873663544654846e-02,8.656473890097141748e+02,1.550808544926143213e+03,1.816483060832366618e+03,7.761519359048723622e-03,-4.542677001953125000e+02,9.941758728027343750e+01,2.920514678955078125e+01,1.356640243530273438e+01,1.370517539978027344e+01,5.149360179901123047e+00,-3.060708522796630859e+00,-1.160254254937171936e-01,5.805370807647705078e+00,4.997405529022216797e+00,-1.442058384418487549e-01,-1.842986464500427246e+00,-2.059729993343353271e-01,8.157179951667785645e-01,-2.098974138498306274e-01,-8.654831647872924805e-01,-2.145429253578186035e-01,-1.919166594743728638e-01,-1.355634570121765137e+00,-2.390507221221923828e+00,4.688540995121002197e-01,4.963402152061462402e-01,5.075908899307250977e-01,4.025302529335021973e-01,2.924297749996185303e-01,2.242366075515747070e-01,2.200662195682525635e-01,2.218625694513320923e-01,2.210560739040374756e-01,2.780306935310363770e-01,3.758273422718048096e-01,4.423736929893493652e-01
1.441997848451137543e-02,5.920456779310497041e+03,4.543569777356439772e+03,1.120026328668793576e+04,1.454579647621809801e-01,-5.108978271484375000e+02,3.061942672729492188e+01,-1.594716739654541016e+01,2.721342468261718750e+01,-2.370486021041870117e+00,1.093197345733642578e+01,3.750365257263183594e+00,1.776357841491699219e+01,1.242288780212402344e+01,4.017314910888671875e+00,2.422649562358856201e-01,3.767386674880981445e+00,4.713768959045410156e+00,1.711591720581054688e+00,6.222113609313964844e+00,3.345892906188964844e+00,5.480424404144287109e+00,3.678462266921997070e+00,1.406279444694519043e+00,4.527690887451171875e+00,7.529315352439880371e-01,7.133124470710754395e-01,7.021751999855041504e-01,7.019718885421752930e-01,7.097666263580322266e-01,7.307767868041992188e-01,7.136123776435852051e-01,7.130977511405944824e-01,6.971457600593566895e-01,6.523944735527038574e-01,6.087238788604736328e-01,6.517097949981689453e-01
1.240715160965919495e-01,2.670341892576075224e+03,3.522684360043058405e+03,6.251773333272912168e+03,4.132943916763340969e-02,-1.733260345458984375e+02,1.317600555419921875e+02,-2.348741722106933594e+01,4.472409820556640625e+01,-1.680298995971679688e+01,3.505570602416992188e+01,1.372134876251220703e+01,2.412539863586425781e+01,-3.600615978240966797e+00,1.218550395965576172e+01,-1.479697823524475098e+00,1.373915767669677734e+01,4.780640602111816406e+00,2.317788839340209961e+00,5.914573669433593750e+00,2.755568742752075195e+00,8.442745208740234375e-01,-5.010002255439758301e-01,3.294294834136962891e+00,-1.865292906761169434e+00,6.615965366363525391e-01,6.491573452949523926e-01,6.470818519592285156e-01,6.620385646820068359e-01,7.318317890167236328e-01,7.120985984802246094e-01,6.802299618721008301e-01,6.784213185310363770e-01,7.033042907714843750e-01,6.669842600822448730e-01,6.269252300262451172e-01,6.257515549659729004e-01
1.828745193779468536e-02,3.384103388958811820e+02,6.995976084906020560e+02,5.527188542270881726e+02,2.590949463457076479e-03,-5.794517211914062500e+02,3.891145324707031250e+01,1.193433284759521484e+01,5.542257308959960938e+00,3.250398397445678711e+00,5.926901340484619141e+00,2.696715354919433594e+00,3.573923110961914062e+00,2.871685981750488281e+00,1.587668299674987793e+00,8.668532371520996094e-01,2.225946187973022461e+00,1.985682964324951172e+00,1.813882112503051758e+00,1.659051060676574707e+00,1.861367225646972656e+00,1.677976965904235840e+00,1.463436126708984375e+00,1.204014301300048828e+00,1.974994421005249023e+00,1.496359705924987793e-01,1.543488502502441406e-01,1.760377287864685059e-01,2.026958912611007690e-01,2.125702053308486938e-01,2.237561196088790894e-01,2.302701622247695923e-01,2.260795980691909790e-01,1.934063881635665894e-01,1.723214685916900635e-01,1.579238325357437134e-01,1.415260136127471924e-01
